date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:33:31	2544/2544	---M-Z	200	added ('OK')	application/json	date:Thu,%2005%20Jan%202023%2010:27:10%20GMT	https://stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed8565.json?url=https%3A%2F%2Fstocknetinstitute.com%2Fprivacy-policy%2F	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed85658565.json	(from https://stocks-netinstitutesltd.com/privacy-policy/index.html)
13:33:31	2534/2534	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2012:08:02%20GMT	https://stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed515a?url=https%3A%2F%2Fstocknetinstitute.com%2Fprivacy-policy%2F&format=xml	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed515a515a.html	(from https://stocks-netinstitutesltd.com/privacy-policy/index.html)
13:33:32	9884/9884	---M-Z	200	added ('OK')	application/json	date:Thu,%2005%20Jan%202023%2010:27:12%20GMT	https://stocks-netinstitutesltd.com/wp-json/wp/v2/pages/142.json	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/wp/v2/pages/142.json	(from https://stocks-netinstitutesltd.com/risk-disclosure/index.html)
13:33:34	791/791	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2010:27:16%20GMT	https://stocks-netinstitutesltd.com/indexee5b.html?p=142	/home/emediong/websites/design/stocks-netinstitutesltd.com/indexee5bee5b.html	(from https://stocks-netinstitutesltd.com/risk-disclosure/index.html)
13:33:34	2882/2882	---M-Z	200	added ('OK')	application/json	date:Thu,%2005%20Jan%202023%2010:27:16%20GMT	https://stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed506e.json?url=https%3A%2F%2Fstocknetinstitute.com%2Frisk-disclosure%2F	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed506e506e.json	(from https://stocks-netinstitutesltd.com/risk-disclosure/index.html)
13:33:35	2872/2872	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2012:08:02%20GMT	https://stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed802f?url=https%3A%2F%2Fstocknetinstitute.com%2Frisk-disclosure%2F&format=xml	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed802f802f.html	(from https://stocks-netinstitutesltd.com/risk-disclosure/index.html)
13:33:37	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:33:37%20GMT	https://stocks-netinstitutesltd.com/risk-disclosure/portal/login	/home/emediong/websites/design/stocks-netinstitutesltd.com/risk-disclosure/portal/login	(from https://stocks-netinstitutesltd.com/risk-disclosure/index.html)
13:33:44	6153/6153	---M-Z	200	added ('OK')	application/json	date:Thu,%2005%20Jan%202023%2010:26:48%20GMT	https://stocks-netinstitutesltd.com/wp-json/wp/v2/pages/215.json	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/wp/v2/pages/215.json	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:44	769/769	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2010:26:48%20GMT	https://stocks-netinstitutesltd.com/indexd7c9.html?p=215	/home/emediong/websites/design/stocks-netinstitutesltd.com/indexd7c9d7c9.html	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:45	2467/2467	---M-Z	200	added ('OK')	application/json	date:Thu,%2005%20Jan%202023%2010:26:48%20GMT	https://stocks-netinstitutesltd.com/wp-json/oembed/1.0/embedeb62.json?url=https%3A%2F%2Fstocknetinstitute.com%2Fcart%2F	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/oembed/1.0/embedeb62eb62.json	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:46	2457/2457	---M--	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2012:08:04%20GMT	https://stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed93f7?url=https%3A%2F%2Fstocknetinstitute.com%2Fcart%2F&format=xml	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-json/oembed/1.0/embed93f793f7.html	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:47	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:33:47%20GMT	https://stocks-netinstitutesltd.com/cart/portal/login	/home/emediong/websites/design/stocks-netinstitutesltd.com/cart/portal/login	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:48	3318/3318	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Dec%202022%2003:12:16%20GMT	https://stocks-netinstitutesltd.com/wp-content/plugins/woocommerce/assets/js/frontend/country-select.mincb57.js?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-content/plugins/woocommerce/assets/js/frontend/country-select.mincb57cb57.js	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:49	2642/2642	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Dec%202022%2003:12:16%20GMT	https://stocks-netinstitutesltd.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.mincb57.js?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-content/plugins/woocommerce/assets/js/frontend/address-i18n.mincb57cb57.js	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:33:52	7880/7880	---M-Z	200	added ('OK')	application/javascript	date:Thu,%2022%20Dec%202022%2003:12:16%20GMT	https://stocks-netinstitutesltd.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.mincb57.js?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/wp-content/plugins/woocommerce/assets/js/frontend/cart.mincb57cb57.js	(from https://stocks-netinstitutesltd.com/cart/index.html)
13:34:02	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:01%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/apple-touch-icon.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/apple-touch-icon.a8.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:02%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/favicon-32x32.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/favicon-32x32.png	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:03%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/favicon-16x16.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/favicon-16x16.png	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:05	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:04%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/site.webmanifest	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/assets/img/favicon/site.webmanifest	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:08	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:06%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/favicon.ico	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/favicon.ico	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:16	2758/2758	---M-Z	200	added ('OK')	text/css	date:Sun,%2015%20Oct%202023%2012:34:15%20GMT	https://use.typekit.net/nwx6adv.css	/home/emediong/websites/design/use.typekit.net/nwx6adv.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:29	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:25%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/dist/css/main.min.css?v=1672678765	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/dist/css/main.min.aeca2a.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:35	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:34%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.css?ver=4.2.17	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/mediaelement/mediaelementplayer-legacy.min.af1f61.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:43	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:35%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/mediaelement/wp-mediaelement.min.css?ver=6.1.1	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/mediaelement/wp-mediaelement.min6a4d.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:46	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:45%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.css?ver=8.9.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-vendors-style.b11da8.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:47	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:46%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style.css?ver=8.9.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/packages/woocommerce-blocks/build/wc-blocks-style1da8.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:48	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:47%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/css/classic-themes.min.css?ver=1	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/css/classic-themes.min68b3.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:50	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:48%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/css/woocommerce-layout.css?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/css/woocommerce-layoutcb57.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:50	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:50%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreen.css?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/css/woocommerce-smallscreencb57.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:51	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:51%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/css/woocommerce.css?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/css/woocommercecb57.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:52	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:52%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/jetpack/css/jetpack.css?ver=11.6	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/jetpack/css/jetpacke528.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:53	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:53%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/jquery/jquery.min.js?ver=3.6.1	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/jquery/jquery.mina7a0.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:54	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:54%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/jquery/jquery-migrate.mind617.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:57	9364/9364	---MCZ	200	added ('OK')	application/javascript	etag:W/%2262f6b688-2494%22	https://stats.wp.com/s-202301.js	/home/emediong/websites/design/stats.wp.com/s-202301.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:57	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:57%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/xmlrpc.php?rsd	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/xmlrpc0db0.php	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:34:58	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:58%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/wlwmanifest.xml	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/wlwmanifest.xml	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:00	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:34:59%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-json/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-json/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:01	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:01%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2022/10/cropped-android-chrome-512x512-1-32x32.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2022/10/cropped-android-chrome-512x512-1-32x32.bd.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:01	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:01%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2022/10/cropped-android-chrome-512x512-1-192x192.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2022/10/cropped-android-chrome-512x512-1-192x192.png	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:02	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:02%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2022/10/cropped-android-chrome-512x512-1-180x180.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2022/10/cropped-android-chrome-512x512-1-180x180.png	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:03	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:03%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2023/01/SiLogo.png	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/uploads/2023/01/SiLogo.png	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:05	707/707	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2012:35:04%20GMT	https://stocks-netinstitutesltd.com/cart	/home/emediong/websites/design/stocks-netinstitutesltd.com/cart	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:06	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:05%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/rules/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/rules/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:07	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:06%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/programs/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/programs/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:07	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:06%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/programs/evolution/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/programs/evolution/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:07	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:07%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/faq/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/faq/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:07	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:07%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/about/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/about/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:09	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:09%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/contact/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/contact/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:09	6609/6609	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:09%20GMT	https://stocks-netinstitutesltd.com/portal/lon	/home/emediong/websites/design/stocks-netinstitutesltd.com/portal/lon	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:09	97958/97958	---M-Z	200	added ('OK')	text/html	date:Thu,%2005%20Jan%202023%2012:26:32%20GMT	https://stocks-netinstitutesltd.com/cart/	/home/emediong/websites/design/stocks-netinstitutesltd.com/cart/index-2.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:10	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:10%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/gravityforms/images/spinner.svg	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/gravityforms/images/spinner.svg	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:12	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:12%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/terms-of-service/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/terms-of-service/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:12	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:12%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/privacy-policy/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/privacy-policy/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:12	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:12%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/careers/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/careers/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:13	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:13%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/risk-disclosure/	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/risk-disclosure/index.html	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:17	1776/1776	---M-Z	200	added ('OK')	text/css	etag:W/%226f0-qUoFmzF4tK3sCeMoGs4oGaMAlaQ%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	/home/emediong/websites/design/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.css	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:18	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2015%20Oct%202023%2012:35:18%20GMT	http://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	/home/emediong/websites/design/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.c6.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:20	42863/42863	---M-Z	200	added ('OK')	application/javascript	etag:W/%22a76f-O0GzvJVmhQFaNHoiOOcdsp36Dbs%22	https://cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	/home/emediong/websites/design/cdn.jsdelivr.net/npm/slick-carousel@1.8.1/slick/slick.min.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:25	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:24%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/dist/js/waypoints.min.js	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/dist/js/waypoints.min.c8.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:27	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:25%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/dist/js/global.min.js?v=1670365083	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/themes/stocknet/dist/js/global.minb168.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:33	2667/2667	---M-Z	200	added ('OK')	application/javascript	etag:W/%2289667a9274db855026762b29ccdf63ff%22	http://static.klaviyo.com/onsite/js/klaviyo.js?company_id=SyHJhj	/home/emediong/websites/design/static.klaviyo.com/onsite/js/klaviyoda18.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:37	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:37%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.js?ver=2.7.0-wc.7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/jquery-blockui/jquery.blockUI.min.cb8bd8.delayed	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:38	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:37%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.min.js?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/frontend/add-to-cart.mincb57.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:38	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:38%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min.js?ver=2.1.4-wc.7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/js-cookie/js.cookie.min5f13.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:39	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:39%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.min.js?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/frontend/woocommerce.mincb57.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:40	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:40%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.min.js?ver=7.2.2	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/woocommerce/assets/js/frontend/cart-fragments.mincb57.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:41	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:41%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/klaviyo/inc/js/kl-identify-browser.js	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-content/plugins/klaviyo/inc/js/kl-identify-browser.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:42	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:42%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/dist/vendor/regenerator-runtime.min.js?ver=0.13.9	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/dist/vendor/regenerator-runtime.min3937.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
13:35:47	1238/1238	---M--	404	error ('Not%20Found')	text/html	date:Sun,%2015%20Oct%202023%2012:35:43%20GMT	https://stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/dist/vendor/wp-polyfill.min.js?ver=3.15.0	/home/emediong/websites/design/stocks-netinstitutesltd.com/programs/quickstart/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js	(from https://stocks-netinstitutesltd.com/programs/quickstart/index.html)
